Feature,DefaultUnits,Category,CAS,HGC,MicrobialParameters,IUPAC,Alias_English,Alias_Dutch,SIKBcode,SIKBomschrijving
"N-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine",μg/l,,10262-69-8,,,"N-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine",,,maptlne,maprotiline
3-(3-aminophenyl)aniline,μg/l,,2050-89-7,,,3-(3-aminophenyl)aniline,,,mbenzdne,m-benzidine
3-methylphenol,μg/l,,108-39-4,,,3-methylphenol,,,mcresl,m-cresol
methyl N-(6-benzoyl-1H-benzimidazol-2-yl)carbamate,μg/l,,31431-39-7,,,methyl N-(6-benzoyl-1H-benzimidazol-2-yl)carbamate,,,mebdzl,mebendazol
N-ethyl-1-(4-methoxyphenyl)propan-2-amine,μg/l,,14367-46-5,,,N-ethyl-1-(4-methoxyphenyl)propan-2-amine,,,mebvrnAm,mebeverine amine
"4-[ethyl-[1-(4-methoxyphenyl)propan-2-yl]amino]butyl 3,4-dimethoxybenzoate;hydrochloride",μg/l,,2753-45-9,,,"4-[ethyl-[1-(4-methoxyphenyl)propan-2-yl]amino]butyl 3,4-dimethoxybenzoate;hydrochloride",,,mebvrnHCL,mebeverine hydrochloride
ethyl N-(2-diethoxyphosphinothioylsulfanylacetyl)-N-methylcarbamate,μg/l,,2595-54-2,,,ethyl N-(2-diethoxyphosphinothioylsulfanylacetyl)-N-methylcarbamate,,,mecbm,mecarbam
"(4S,4aR,5S,5aR,12aR)-7-chloro-4-(dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methylidene-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",μg/l,,2013-58-3,,,"(4S,4aR,5S,5aR,12aR)-7-chloro-4-(dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methylidene-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",,,mecccne,meclocycline
(2R)-2-(4-chloro-2-methylphenoxy)propanoic acid,μg/l,,16484-77-8,,,(2R)-2-(4-chloro-2-methylphenoxy)propanoic acid,,,mecppP,mecoprop-P
1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine,μg/l,,569-65-3,,,1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine,,,meczne,meclozine
"(6-tert-butyl-3-methyl-2,4-dinitrophenyl) acetate",μg/l,,2487-01-6,,,"(6-tert-butyl-3-methyl-2,4-dinitrophenyl) acetate",,,medntactt,medinoterbacetaat
"5-[1-(2,3-dimethylphenyl)ethyl]-1H-imidazole;hydrochloride",μg/l,,86347-15-1,,,"5-[1-(2,3-dimethylphenyl)ethyl]-1H-imidazole;hydrochloride",,,medtmdneHCl,medetomidine hydrochloride
"N-diethoxyphosphoryl-4-methyl-1,3-dithiolan-2-imine",μg/l,,950-10-7,,,"N-diethoxyphosphoryl-4-methyl-1,3-dithiolan-2-imine",,,meffln,mefosfolan
"N-[2,4-dimethyl-5-(trifluoromethylsulfonylamino)phenyl]acetamide",μg/l,,53780-34-0,,,"N-[2,4-dimethyl-5-(trifluoromethylsulfonylamino)phenyl]acetamide",,,mefidde,mefluidide
"2-(1,3-benzothiazol-2-yloxy)-N-methyl-N-phenylacetamide",μg/l,,73250-68-7,,,"2-(1,3-benzothiazol-2-yloxy)-N-methyl-N-phenylacetamide",,,mefnct,mefenacet
"diethyl 1-(2,4-dichlorophenyl)-5-methyl-4H-pyrazole-3,5-dicarboxylate",μg/l,,135590-91-9,,,"diethyl 1-(2,4-dichlorophenyl)-5-methyl-4H-pyrazole-3,5-dicarboxylate",,,mefpDC2y,mefenpyr-diethyl
2-hydroxypropanoic acid,μg/l,,50-21-5,,,2-hydroxypropanoic acid,,,melkzr,melkzuur
"3,5-dimethyladamantan-1-amine",μg/l,,19982-08-2,,,"3,5-dimethyladamantan-1-amine",,,memtne,memantine
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",μg/l,,89-78-1,,,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",,,mentl,menthol
2-methyl-N-(3-propan-2-yloxyphenyl)benzamide,μg/l,,55814-41-0,,,2-methyl-N-(3-propan-2-yloxyphenyl)benzamide,,,mepnl,mepronil
4-methyl-N-phenyl-6-prop-1-ynylpyrimidin-2-amine,μg/l,,110235-47-7,,,4-methyl-N-phenyl-6-prop-1-ynylpyrimidin-2-amine,,,mepnprm,mepanipyrim
"1,1-dimethylpiperidin-1-ium;chloride",μg/l,,24307-26-4,,,"1,1-dimethylpiperidin-1-ium;chloride",,,mepqCl,mepiquatchloride
"1,1-dimethylpiperidin-1-ium",μg/l,,15302-91-7,,,"1,1-dimethylpiperidin-1-ium",,,mepqat,mepiquat
tris(butylsulfanyl)phosphane,μg/l,,150-50-5,,,tris(butylsulfanyl)phosphane,,,merfs,merfos
5-amino-2-hydroxybenzoic acid,μg/l,,89-57-6,,,5-amino-2-hydroxybenzoic acid,,,meslzne,mesalazine
"(8R,9S,13S,14S,17R)-17-ethynyl-3-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-ol",μg/l,,72-33-3,,,"(8R,9S,13S,14S,17R)-17-ethynyl-3-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-ol",,,mesnl,mestranol
"methyl 2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoate",μg/l,,208465-21-8,,,"methyl 2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoate",,,messfrnC1y,mesosulfuron-methyl
"2-(4-methylsulfonyl-2-nitrobenzoyl)cyclohexane-1,3-dione",μg/l,,104206-82-8,,,"2-(4-methylsulfonyl-2-nitrobenzoyl)cyclohexane-1,3-dione",,,meston,mesotrion
4-methylpent-3-en-2-one,μg/l,,141-79-7,,,4-methylpent-3-en-2-one,,,mestoxde,mesityloxide
sodium;N-methylcarbamodithioate,μg/l,,137-42-8,,,sodium;N-methylcarbamodithioate,,,metNa,metham-natrium
2-methylprop-2-enoic acid,μg/l,,79-41-4,,,2-methylprop-2-enoic acid,,,metaczr,methacrylzuur
3-(4-bromophenyl)-1-methoxy-1-methylurea,μg/l,,3060-89-7,,,3-(4-bromophenyl)-1-methoxy-1-methylurea,,,metbmrn,metobromuron
"1-(1,3-benzothiazol-2-yl)-1,3-dimethylurea",μg/l,,18691-97-9,,,"1-(1,3-benzothiazol-2-yl)-1,3-dimethylurea",,,metbtazrn,metabenzthiazuron
"4-amino-6-tert-butyl-3-methylsulfanyl-1,2,4-triazin-5-one",μg/l,,21087-64-9,,,"4-amino-6-tert-butyl-3-methylsulfanyl-1,2,4-triazin-5-one",,,metbzn,metribuzin
(3-methylphenyl) N-methylcarbamate,μg/l,,1129-41-5,,,(3-methylphenyl) N-methylcarbamate,,,metcb,metolcarb
methyl (E)-3-dimethoxyphosphinothioyloxy-2-methylprop-2-enoate,μg/l,,62610-77-9,,,methyl (E)-3-dimethoxyphosphinothioyloxy-2-methylprop-2-enoate,,,metcfs,methacrifos
"5-[(4-chlorophenyl)methyl]-2,2-dimethyl-1-(1,2,4-triazol-1-ylmethyl)cyclopentan-1-ol",μg/l,,125116-23-6,,,"5-[(4-chlorophenyl)methyl]-2,2-dimethyl-1-(1,2,4-triazol-1-ylmethyl)cyclopentan-1-ol",,,metcnzl,metconazool
"6-(dimethylamino)-4,4-diphenylheptan-3-one",μg/l,,76-99-3,,,"6-(dimethylamino)-4,4-diphenylheptan-3-one",,,metdn,methadon
"3-(dimethoxyphosphinothioylsulfanylmethyl)-5-methoxy-1,3,4-thiadiazol-2-one",μg/l,,950-37-8,,,"3-(dimethoxyphosphinothioylsulfanylmethyl)-5-methoxy-1,3,4-thiadiazol-2-one",,,metdton,methidathion
"3-(diaminomethylidene)-1,1-dimethylguanidine",μg/l,,657-24-9,,,"3-(diaminomethylidene)-1,1-dimethylguanidine",,,metfmne,metformine
"(3-bromo-6-methoxy-2-methylphenyl)-(2,3,4-trimethoxy-6-methylphenyl)methanone",μg/l,,220899-03-6,,,"(3-bromo-6-methoxy-2-methylphenyl)-(2,3,4-trimethoxy-6-methylphenyl)methanone",,,metfnn,metrafenon
(2S)-N-methyl-1-phenylpropan-2-amine,μg/l,,537-46-2,,,(2S)-N-methyl-1-phenylpropan-2-amine,,,methafAe,methamfetamine
N-methyl-1-phenylpropan-2-amine;hydrochloride,μg/l,,4298-16-2,,,N-methyl-1-phenylpropan-2-amine;hydrochloride,,,methafAeHCl,methamfetamine hydrochloride
2-chloro-N-(2-ethyl-6-methylphenyl)-N-(1-methoxypropan-2-yl)acetamide,μg/l,,51218-45-2,,,2-chloro-N-(2-ethyl-6-methylphenyl)-N-(1-methoxypropan-2-yl)acetamide,,,metlCl,metolachloor
2-[2-ethyl-N-(1-methoxypropan-2-yl)-6-methylanilino]-2-oxoethanesulfonic acid,μg/l,,171118-09-5,,,2-[2-ethyl-N-(1-methoxypropan-2-yl)-6-methylanilino]-2-oxoethanesulfonic acid,,,metlClC2asfz,metolachlor ethaansulfonzuur
2-[2-ethyl-N-(1-methoxypropan-2-yl)-6-methylanilino]-2-oxoacetic acid,μg/l,,152019-73-3,,,2-[2-ethyl-N-(1-methoxypropan-2-yl)-6-methylanilino]-2-oxoacetic acid,,,metlClOoHac,metolachlor oxo azijnzuur
methyl (1E)-N-(methylcarbamoyloxy)ethanimidothioate,μg/l,,16752-77-5,,,methyl (1E)-N-(methylcarbamoyloxy)ethanimidothioate,,,metml,methomyl
2-(2-methyl-5-nitroimidazol-1-yl)ethanol,μg/l,,443-48-1,,,2-(2-methyl-5-nitroimidazol-1-yl)ethanol,,,metndzl,metronidazol
"(3,5-dimethyl-4-methylsulfanylphenyl) N-methylcarbamate",μg/l,,2032-65-7,,,"(3,5-dimethyl-4-methylsulfanylphenyl) N-methylcarbamate",,,metocb,methiocarb
"(3,5-dimethyl-4-methylsulfinylphenyl) N-methylcarbamate",μg/l,,2635-10-1,,,"(3,5-dimethyl-4-methylsulfinylphenyl) N-methylcarbamate",,,metocbSO,methiocarbsulfoxide
"(3,5-dimethyl-4-methylsulfonylphenyl) N-methylcarbamate",μg/l,,2179-25-1,,,"(3,5-dimethyl-4-methylsulfonylphenyl) N-methylcarbamate",,,metocbsfn,methiocarbsulfon
1-[4-(2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol,μg/l,,37350-58-6,,,1-[4-(2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol,,,metpll,metoprolol
"propan-2-yl (2E,4E)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienoate",μg/l,,40596-69-8,,,"propan-2-yl (2E,4E)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienoate",,,metpn,methopreen
"4-N-(3-methoxypropyl)-6-methylsulfanyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",μg/l,,841-06-5,,,"4-N-(3-methoxypropyl)-6-methylsulfanyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",,,metptn,methoprotryn
zinc;N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate,μg/l,,9006-42-2,,,zinc;N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate,,,metrm,metiram
"N-(2,6-dichloro-3-methylphenyl)-5,7-dimethoxy-[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonamide",μg/l,,139528-85-1,,,"N-(2,6-dichloro-3-methylphenyl)-5,7-dimethoxy-[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonamide",,,metslm,metosulam
"(2S)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid",μg/l,,59-05-2,,,"(2S)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid",,,mettxt,methotrexaat
"3-(3-chloro-4-methoxyphenyl)-1,1-dimethylurea",μg/l,,19937-59-8,,,"3-(3-chloro-4-methoxyphenyl)-1,1-dimethylurea",,,metxrn,metoxuron
"2-[2,6-dimethyl-N-(pyrazol-1-ylmethyl)anilino]-2-oxoethanesulfonic acid",μg/l,,172960-62-2,,,"2-[2,6-dimethyl-N-(pyrazol-1-ylmethyl)anilino]-2-oxoethanesulfonic acid",,,metzClC2asfz,metazachloor-ethaansulfonzuur
"2-[2,6-dimethyl-N-(pyrazol-1-ylmethyl)anilino]-2-oxoacetic acid",μg/l,,1231244-60-2,,,"2-[2,6-dimethyl-N-(pyrazol-1-ylmethyl)anilino]-2-oxoacetic acid",,,metzClOoHac,metazachloor oxo azijnzuur
"2-(3,4-dichlorophenyl)-4-methyl-1,2,4-oxadiazolidine-3,5-dione",μg/l,,20354-26-1,,,"2-(3,4-dichlorophenyl)-4-methyl-1,2,4-oxadiazolidine-3,5-dione",,,metzl,methazol
methyl (E)-3-dimethoxyphosphoryloxybut-2-enoate,μg/l,,7786-34-7,,,methyl (E)-3-dimethoxyphosphoryloxybut-2-enoate,,,mevfs,mevinfos
"[4-(dimethylamino)-3,5-dimethylphenyl] N-methylcarbamate",μg/l,,315-18-4,,,"[4-(dimethylamino)-3,5-dimethylphenyl] N-methylcarbamate",,,mexcbt,mexacarbaat
1-[(Z)-[2-(4-cyanophenyl)-1-[3-(trifluoromethyl)phenyl]ethylidene]amino]-3-[4-(trifluoromethoxy)phenyl]urea,μg/l,,139968-49-3,,,1-[(Z)-[2-(4-cyanophenyl)-1-[3-(trifluoromethyl)phenyl]ethylidene]amino]-3-[4-(trifluoromethoxy)phenyl]urea,,,mfmzn,metaflumizon
"5-methyl-2,5-diazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaene",μg/l,,24219-97-4,,,"5-methyl-2,5-diazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaene",,,miasrne,mianserine
"1-[2-(2,4-dichlorophenyl)-2-[(2,4-dichlorophenyl)methoxy]ethyl]imidazole",μg/l,,22916-47-8,,,"1-[2-(2,4-dichlorophenyl)-2-[(2,4-dichlorophenyl)methoxy]ethyl]imidazole",,,micanzl,miconazol
"1-[2-(2,4-dichlorophenyl)-2-[(2,4-dichlorophenyl)methoxy]ethyl]imidazole;nitric acid",μg/l,,22832-87-7,,,"1-[2-(2,4-dichlorophenyl)-2-[(2,4-dichlorophenyl)methoxy]ethyl]imidazole;nitric acid",,,micnzNO3,miconazolnitraat
"(1R,4S,5'S,6R,6'R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-5',6',11,13,22-pentamethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",μg/l,,51596-10-2,,,"(1R,4S,5'S,6R,6'R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-5',6',11,13,22-pentamethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",,,milbmcA3,milbemycin A3
"(1R,4S,5'S,6R,6'R,8R,10E,13R,14E,16E,20R,21R,24S)-6'-ethyl-21,24-dihydroxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",μg/l,,51596-11-3,,,"(1R,4S,5'S,6R,6'R,8R,10E,13R,14E,16E,20R,21R,24S)-6'-ethyl-21,24-dihydroxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",,,milbmcA4,milbemycin A4
mineral oil,μg/l,,8042-47-5,,,,mineral oil,,minrlole,minerale olie
mineral oil index,μg/l,,,,,,mineral oil index,,minrlolidx,minerale olie index
"1,2,3,4,5,5,6,7,8,9,10,10-dodecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane",μg/l,,2385-85-5,,,"1,2,3,4,5,5,6,7,8,9,10,10-dodecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane",,,mirx,mirex
"methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",μg/l,,57837-19-1,,,"methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",,,mlxl,metalaxyl
"methyl (2R)-2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",μg/l,,70630-17-0,,,"methyl (2R)-2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",,,mlxlM,metalaxyl-M
"4-amino-3-methyl-6-phenyl-1,2,4-triazin-5-one",μg/l,,41394-05-2,,,"4-amino-3-methyl-6-phenyl-1,2,4-triazin-5-one",,,mmtn,metamitron
S-ethyl azepane-1-carbothioate,μg/l,,2212-67-1,,,S-ethyl azepane-1-carbothioate,,,molnt,molinaat
"N-(4-chlorophenyl)-2,2-dimethylpentanamide",μg/l,,7287-36-7,,,"N-(4-chlorophenyl)-2,2-dimethylpentanamide",,,monlde,monalide
"3-(4-chlorophenyl)-1,1-dimethylurea",μg/l,,150-68-5,,,"3-(4-chlorophenyl)-1,1-dimethylurea",,,monrn,monuron
"diethylcarbamothioyl N,N-diethylcarbamodithioate",μg/l,,95-05-6,,,"diethylcarbamothioyl N,N-diethylcarbamodithioate",,,monsfrm,monosulfiram
"(2S,3R,4S)-4-[(2S,5R,7S,8R,9S)-2-[(2R,5S)-5-ethyl-5-[(2R,3S,5R)-5-[(2S,3S,5R,6R)-6-hydroxy-6-(hydroxymethyl)-3,5-dimethyloxan-2-yl]-3-methyloxolan-2-yl]oxolan-2-yl]-7-hydroxy-2,8-dimethyl-1,10-dioxaspiro[4.5]decan-9-yl]-3-methoxy-2-methylpentanoic acid",μg/l,,17090-79-8,,,"(2S,3R,4S)-4-[(2S,5R,7S,8R,9S)-2-[(2R,5S)-5-ethyl-5-[(2R,3S,5R)-5-[(2S,3S,5R,6R)-6-hydroxy-6-(hydroxymethyl)-3,5-dimethyloxan-2-yl]-3-methyloxolan-2-yl]oxolan-2-yl]-7-hydroxy-2,8-dimethyl-1,10-dioxaspiro[4.5]decan-9-yl]-3-methoxy-2-methylpentanoic acid",,,monsn,monensin
morpholine,μg/l,,110-91-8,,,morpholine,,,morflne,morfoline
"(4R,4aR,7S,7aR,12bS)-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",μg/l,,57-27-2,,,"(4R,4aR,7S,7aR,12bS)-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",,,morfne,morfine
1-chloro-2-(2-chloroethylsulfanyl)ethane,μg/l,,505-60-2,,,1-chloro-2-(2-chloroethylsulfanyl)ethane,,,mostgs,mosterdgas
"(1R,4S,4'E,5'S,6R,6'S,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",μg/l,,113507-06-5,,,"(1R,4S,4'E,5'S,6R,6'S,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",,,moxdtn,moxidectin
multiple types of PAF metals,μg/l,,,,,,multiple types of PAF metals,,msPAFmet,meersoorten PAF metalen
multi-species PAF organic compounds,μg/l,,,,,,multi-species PAF organic compounds,,msPAForg,meersoorten PAF organische verbindingen
[amino(methylsulfanyl)phosphoryl]oxymethane,μg/l,,10265-92-6,,,[amino(methylsulfanyl)phosphoryl]oxymethane,,,mtmdfs,methamidofos
"1-(4-tert-butyl-2,6-dimethyl-3,5-dinitrophenyl)ethanone",μg/l,,81-14-1,,,"1-(4-tert-butyl-2,6-dimethyl-3,5-dinitrophenyl)ethanone",,,muskketn,musk keton
"1-tert-butyl-3,5-dimethyl-2,4,6-trinitrobenzene",μg/l,,81-15-2,,,"1-tert-butyl-3,5-dimethyl-2,4,6-trinitrobenzene",,,muskxln,musk-xyleen
2-chloro-N-(2-chloroethyl)-N-methylethanamine,μg/l,,51-75-2,,,2-chloro-N-(2-chloroethyl)-N-methylethanamine,,,mustne,mustine
"2-(4-chlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)hexanenitrile",μg/l,,88671-89-0,,,"2-(4-chlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)hexanenitrile",,,mycbtnl,myclobutanil
"3-(3,4-dihydro-2H-pyrrol-5-yl)pyridine",μg/l,,532-12-7,,,"3-(3,4-dihydro-2H-pyrrol-5-yl)pyridine",,,myomne,myosmine
(Z)-tetradec-9-enoic acid,μg/l,,544-64-9,,,(Z)-tetradec-9-enoic acid,,,myrslinzr,myristoleinezuur
"2-chloro-N-(2,6-dimethylphenyl)-N-(pyrazol-1-ylmethyl)acetamide",μg/l,,67129-08-2,,,"2-chloro-N-(2,6-dimethylphenyl)-N-(pyrazol-1-ylmethyl)acetamide",,,mzCl,metazachloor
disodium;N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate,μg/l,,142-59-6,,,disodium;N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate,,,nabm,nabam
"(2S,5R,6R)-6-[(2-ethoxynaphthalene-1-carbonyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",μg/l,,147-52-4,,,"(2S,5R,6R)-6-[(2-ethoxynaphthalene-1-carbonyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",,,nafclne,nafcilline
"(1,2-dibromo-2,2-dichloroethyl) dimethyl phosphate",μg/l,,300-76-5,,,"(1,2-dibromo-2,2-dichloroethyl) dimethyl phosphate",,,nald,naled
"N,N-diethyl-2-naphthalen-1-yloxypropanamide",μg/l,,15299-99-7,,,"N,N-diethyl-2-naphthalen-1-yloxypropanamide",,,nappAd,napropamide
2-(naphthalen-1-ylcarbamoyl)benzoic acid,μg/l,,132-66-1,,,2-(naphthalen-1-ylcarbamoyl)benzoic acid,,,naptlm,naptalam
(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,μg/l,,22204-53-1,,,(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,,,napxn,naproxen
"(2R)-2-[(2R,3S,5S,6R)-6-[(2S,3S,4S,6R)-6-[(3S,5S,7R,9S,10S,12R,15R)-3-[(2R,5R,6S)-5-ethyl-5-hydroxy-6-methyloxan-2-yl]-15-hydroxy-3,10,12-trimethyl-4,6,8-trioxadispiro[4.1.57.35]pentadec-13-en-9-yl]-3-hydroxy-4-methyl-5-oxooctan-2-yl]-3,5-dimethyloxan-2-yl]butanoic acid",μg/l,,55134-13-9,,,"(2R)-2-[(2R,3S,5S,6R)-6-[(2S,3S,4S,6R)-6-[(3S,5S,7R,9S,10S,12R,15R)-3-[(2R,5R,6S)-5-ethyl-5-hydroxy-6-methyloxan-2-yl]-15-hydroxy-3,10,12-trimethyl-4,6,8-trioxadispiro[4.1.57.35]pentadec-13-en-9-yl]-3-hydroxy-4-methyl-5-oxooctan-2-yl]-3,5-dimethyloxan-2-yl]butanoic acid",,,narsne,narasine
"(1R,3S,5R,7R,8E,12R,14E,16E,18E,20E,22R,24S,25R,26S)-22-[(2R,3S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-methyloxan-2-yl]oxy-1,3,26-trihydroxy-12-methyl-10-oxo-6,11,28-trioxatricyclo[22.3.1.05,7]octacosa-8,14,16,18,20-pentaene-25-carboxylic acid",μg/l,,7681-93-8,,,"(1R,3S,5R,7R,8E,12R,14E,16E,18E,20E,22R,24S,25R,26S)-22-[(2R,3S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-methyloxan-2-yl]oxy-1,3,26-trihydroxy-12-methyl-10-oxo-6,11,28-trioxatricyclo[22.3.1.05,7]octacosa-8,14,16,18,20-pentaene-25-carboxylic acid",,,natmcn,natamycin
"1-butyl-3-(3,4-dichlorophenyl)-1-methylurea",μg/l,,555-37-3,,,"1-butyl-3-(3,4-dichlorophenyl)-1-methylurea",,,nebrn,neburon
"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-5-ethyl-4-(2-phenoxyethyl)-1,2,4-triazol-3-one",μg/l,,83366-66-9,,,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-5-ethyl-4-(2-phenoxyethyl)-1,2,4-triazol-3-one",,,nefzdne,nefazodone
"ethenyl 7,7-dimethyloctanoate",μg/l,,51000-52-3,,,"ethenyl 7,7-dimethyloctanoate",,,neoC10azetnE,neodecaanzuur ethenylester
"7,7-dimethyloctanoic acid",μg/l,,26896-20-8,,,"7,7-dimethyloctanoic acid",,,neoC10azr,neodecaanzuur
"2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-N,N-dimethylpyridine-3-carboxamide",μg/l,,111991-09-4,,,"2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-N,N-dimethylpyridine-3-carboxamide",,,nicsfrn,nicosulfuron
3-[(2S)-1-methylpyrrolidin-2-yl]pyridine,μg/l,,54-11-5,,,3-[(2S)-1-methylpyrrolidin-2-yl]pyridine,,,nictne,nicotine
"(E)-1-N'-[(6-chloropyridin-3-yl)methyl]-1-N'-ethyl-1-N-methyl-2-nitroethene-1,1-diamine",μg/l,,120738-89-8,,,"(E)-1-N'-[(6-chloropyridin-3-yl)methyl]-1-N'-ethyl-1-N-methyl-2-nitroethene-1,1-diamine",,,nitprm,nitenpyram
"dipropan-2-yl 5-nitrobenzene-1,3-dicarboxylate",μg/l,,10552-74-6,,,"dipropan-2-yl 5-nitrobenzene-1,3-dicarboxylate",,,nittliC3y,nitrothal-isopropyl
"(2Z,5R,6S,9S,12S,13S,16R)-9-[3-(diaminomethylideneamino)propyl]-2-ethylidene-12-[(1E,3E,5S,6S)-6-methoxy-3,5-dimethyl-7-phenylhepta-1,3-dienyl]-1,6,13-trimethyl-3,7,10,14,19-pentaoxo-1,4,8,11,15-pentazacyclononadecane-5,16-dicarboxylic acid",μg/l,,118399-22-7,,,"(2Z,5R,6S,9S,12S,13S,16R)-9-[3-(diaminomethylideneamino)propyl]-2-ethylidene-12-[(1E,3E,5S,6S)-6-methoxy-3,5-dimethyl-7-phenylhepta-1,3-dienyl]-1,6,13-trimethyl-3,7,10,14,19-pentaoxo-1,4,8,11,15-pentazacyclononadecane-5,16-dicarboxylic acid",,,nodlrn,nodularin
"(4R,4aR,7S,7aR,12bS)-9-methoxy-1,2,3,4,4a,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol",μg/l,,467-15-2,,,"(4R,4aR,7S,7aR,12bS)-9-methoxy-1,2,3,4,4a,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol",,,norcdine,norcodeïne
